"","var","varDescrip","module"
"1244","hc16_7","day of birth","hh"
"1245","hc17_1","date measured (day)","hh"
"1246","hc17_2","date measured (day)","hh"
"1247","hc17_3","date measured (day)","hh"
"1248","hc17_4","date measured (day)","hh"
"1249","hc17_5","date measured (day)","hh"
"1250","hc17_6","date measured (day)","hh"
"1251","hc17_7","date measured (day)","hh"
"1252","hc18_1","date measured (month)","hh"
"1253","hc18_2","date measured (month)","hh"
"1254","hc18_3","date measured (month)","hh"
"1255","hc18_4","date measured (month)","hh"
"1256","hc18_5","date measured (month)","hh"
"1257","hc18_6","date measured (month)","hh"
"1258","hc18_7","date measured (month)","hh"
"1259","hc19_1","date measured (year)","hh"
"1260","hc19_2","date measured (year)","hh"
"1261","hc19_3","date measured (year)","hh"
"1262","hc19_4","date measured (year)","hh"
"1263","hc19_5","date measured (year)","hh"
"1264","hc19_6","date measured (year)","hh"
"1265","hc19_7","date measured (year)","hh"
"1266","hc27_1","sex","hh"
"1267","hc27_2","sex","hh"
"1268","hc27_3","sex","hh"
"1269","hc27_4","sex","hh"
"1270","hc27_5","sex","hh"
"1271","hc27_6","sex","hh"
"1272","hc27_7","sex","hh"
"1273","hc30_1","month of birth","hh"
"1274","hc30_2","month of birth","hh"
"1275","hc30_3","month of birth","hh"
"1276","hc30_4","month of birth","hh"
"1277","hc30_5","month of birth","hh"
"1278","hc30_6","month of birth","hh"
"1279","hc30_7","month of birth","hh"
"1280","hc31_1","year of birth","hh"
"1281","hc31_2","year of birth","hh"
"1282","hc31_3","year of birth","hh"
"1283","hc31_4","year of birth","hh"
"1284","hc31_5","year of birth","hh"
"1285","hc31_6","year of birth","hh"
"1286","hc31_7","year of birth","hh"
"1287","hc32_1","date of birth (cmc)","hh"
"1288","hc32_2","date of birth (cmc)","hh"
"1289","hc32_3","date of birth (cmc)","hh"
"1290","hc32_4","date of birth (cmc)","hh"
"1291","hc32_5","date of birth (cmc)","hh"
"1292","hc32_6","date of birth (cmc)","hh"
"1293","hc32_7","date of birth (cmc)","hh"
"1294","hc33_1","completeness of hc32 information","hh"
"1295","hc33_2","completeness of hc32 information","hh"
"1296","hc33_3","completeness of hc32 information","hh"
"1297","hc33_4","completeness of hc32 information","hh"
"1298","hc33_5","completeness of hc32 information","hh"
"1299","hc33_6","completeness of hc32 information","hh"
"1300","hc33_7","completeness of hc32 information","hh"
"1301","hc51_1","line number of parent/caretaker","hh"
"1302","hc51_2","line number of parent/caretaker","hh"
"1303","hc51_3","line number of parent/caretaker","hh"
"1304","hc51_4","line number of parent/caretaker","hh"
"1305","hc51_5","line number of parent/caretaker","hh"
"1306","hc51_6","line number of parent/caretaker","hh"
"1307","hc51_7","line number of parent/caretaker","hh"
"1308","hc52_1","read consent statement - hemoglobin","hh"
"1309","hc52_2","read consent statement - hemoglobin","hh"
"1310","hc52_3","read consent statement - hemoglobin","hh"
"1311","hc52_4","read consent statement - hemoglobin","hh"
"1312","hc52_5","read consent statement - hemoglobin","hh"
"1313","hc52_6","read consent statement - hemoglobin","hh"
"1314","hc52_7","read consent statement - hemoglobin","hh"
"1315","hc53_1","hemoglobin level (g/dl - 1 decimal)","hh"
"1316","hc53_2","hemoglobin level (g/dl - 1 decimal)","hh"
"1317","hc53_3","hemoglobin level (g/dl - 1 decimal)","hh"
"1318","hc53_4","hemoglobin level (g/dl - 1 decimal)","hh"
"1319","hc53_5","hemoglobin level (g/dl - 1 decimal)","hh"
"1320","hc53_6","hemoglobin level (g/dl - 1 decimal)","hh"
"1321","hc53_7","hemoglobin level (g/dl - 1 decimal)","hh"
"1322","hc55_1","result of measurement - hemoglobin","hh"
"1323","hc55_2","result of measurement - hemoglobin","hh"
"1324","hc55_3","result of measurement - hemoglobin","hh"
"1325","hc55_4","result of measurement - hemoglobin","hh"
"1326","hc55_5","result of measurement - hemoglobin","hh"
"1327","hc55_6","result of measurement - hemoglobin","hh"
"1328","hc55_7","result of measurement - hemoglobin","hh"
"1329","hc56_1","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","hh"
"1330","hc56_2","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","hh"
"1331","hc56_3","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","hh"
"1332","hc56_4","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","hh"
"1333","hc56_5","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","hh"
"1334","hc56_6","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","hh"
"1335","hc56_7","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","hh"
"1336","hc57_1","anemia level","hh"
"1337","hc57_2","anemia level","hh"
"1338","hc57_3","anemia level","hh"
"1339","hc57_4","anemia level","hh"
"1340","hc57_5","anemia level","hh"
"1341","hc57_6","anemia level","hh"
"1342","hc57_7","anemia level","hh"
"1343","hc60_1","mother's line number (woman's questionnaire)","hh"
"1344","hc60_2","mother's line number (woman's questionnaire)","hh"
"1345","hc60_3","mother's line number (woman's questionnaire)","hh"
"1346","hc60_4","mother's line number (woman's questionnaire)","hh"
"1347","hc60_5","mother's line number (woman's questionnaire)","hh"
"1348","hc60_6","mother's line number (woman's questionnaire)","hh"
"1349","hc60_7","mother's line number (woman's questionnaire)","hh"
"1350","hc61_1","mother's highest educational level","hh"
"1351","hc61_2","mother's highest educational level","hh"
"1352","hc61_3","mother's highest educational level","hh"
"1353","hc61_4","mother's highest educational level","hh"
"1354","hc61_5","mother's highest educational level","hh"
"1355","hc61_6","mother's highest educational level","hh"
"1356","hc61_7","mother's highest educational level","hh"
"1357","hc62_1","mother's highest year of education","hh"
"1358","hc62_2","mother's highest year of education","hh"
"1359","hc62_3","mother's highest year of education","hh"
"1360","hc62_4","mother's highest year of education","hh"
"1361","hc62_5","mother's highest year of education","hh"
"1362","hc62_6","mother's highest year of education","hh"
"1363","hc62_7","mother's highest year of education","hh"
"1364","hc63_1","preceding birth interval (months)","hh"
"1365","hc63_2","preceding birth interval (months)","hh"
"1366","hc63_3","preceding birth interval (months)","hh"
"1367","hc63_4","preceding birth interval (months)","hh"
"1368","hc63_5","preceding birth interval (months)","hh"
"1369","hc63_6","preceding birth interval (months)","hh"
"1370","hc63_7","preceding birth interval (months)","hh"
"1371","hc64_1","birth order number","hh"
"1372","hc64_2","birth order number","hh"
"1373","hc64_3","birth order number","hh"
"1374","hc64_4","birth order number","hh"
"1375","hc64_5","birth order number","hh"
"1376","hc64_6","birth order number","hh"
"1377","hc64_7","birth order number","hh"
"1378","hc68_1","mother's highest educational level (for preliminary and final report)","hh"
"1379","hc68_2","mother's highest educational level (for preliminary and final report)","hh"
"1380","hc68_3","mother's highest educational level (for preliminary and final report)","hh"
"1381","hc68_4","mother's highest educational level (for preliminary and final report)","hh"
"1382","hc68_5","mother's highest educational level (for preliminary and final report)","hh"
"1383","hc68_6","mother's highest educational level (for preliminary and final report)","hh"
"1384","hc68_7","mother's highest educational level (for preliminary and final report)","hh"
"1385","hc70_1","height/age standard deviation (new who)","hh"
"1386","hc70_2","height/age standard deviation (new who)","hh"
"1387","hc70_3","height/age standard deviation (new who)","hh"
"1388","hc70_4","height/age standard deviation (new who)","hh"
"1389","hc70_5","height/age standard deviation (new who)","hh"
"1390","hc70_6","height/age standard deviation (new who)","hh"
"1391","hc70_7","height/age standard deviation (new who)","hh"
"1392","hc71_1","weight/age standard deviation (new who)","hh"
"1393","hc71_2","weight/age standard deviation (new who)","hh"
"1394","hc71_3","weight/age standard deviation (new who)","hh"
"1395","hc71_4","weight/age standard deviation (new who)","hh"
"1396","hc71_5","weight/age standard deviation (new who)","hh"
"1397","hc71_6","weight/age standard deviation (new who)","hh"
"1398","hc71_7","weight/age standard deviation (new who)","hh"
"1399","hc72_1","weight/height standard deviation (new who)","hh"
"1400","hc72_2","weight/height standard deviation (new who)","hh"
"1401","hc72_3","weight/height standard deviation (new who)","hh"
"1402","hc72_4","weight/height standard deviation (new who)","hh"
"1403","hc72_5","weight/height standard deviation (new who)","hh"
"1404","hc72_6","weight/height standard deviation (new who)","hh"
"1405","hc72_7","weight/height standard deviation (new who)","hh"
"1406","hc73_1","bmi standard deviation (new who)","hh"
"1407","hc73_2","bmi standard deviation (new who)","hh"
"1408","hc73_3","bmi standard deviation (new who)","hh"
"1409","hc73_4","bmi standard deviation (new who)","hh"
"1410","hc73_5","bmi standard deviation (new who)","hh"
"1411","hc73_6","bmi standard deviation (new who)","hh"
"1412","hc73_7","bmi standard deviation (new who)","hh"
"1413","hb0_1","index to household schedule","hh"
"1414","hb0_2","index to household schedule","hh"
"1415","hb0_3","index to household schedule","hh"
"1416","hb0_4","index to household schedule","hh"
"1417","hb0_5","index to household schedule","hh"
"1418","hb0_6","index to household schedule","hh"
"1419","hb0_7","index to household schedule","hh"
"1420","hb1_1","man's age in years","hh"
"1421","hb1_2","man's age in years","hh"
"1422","hb1_3","man's age in years","hh"
"1423","hb1_4","man's age in years","hh"
"1424","hb1_5","man's age in years","hh"
"1425","hb1_6","man's age in years","hh"
"1426","hb1_7","man's age in years","hh"
"1427","hb2_1","man's weight in kilograms (1 decimal)","hh"
"1428","hb2_2","man's weight in kilograms (1 decimal)","hh"
"1429","hb2_3","man's weight in kilograms (1 decimal)","hh"
"1430","hb2_4","man's weight in kilograms (1 decimal)","hh"
"1431","hb2_5","man's weight in kilograms (1 decimal)","hh"
"1432","hb2_6","man's weight in kilograms (1 decimal)","hh"
"1433","hb2_7","man's weight in kilograms (1 decimal)","hh"
"1434","hb3_1","man's height in centimeters (1 decimal)","hh"
"1435","hb3_2","man's height in centimeters (1 decimal)","hh"
"1436","hb3_3","man's height in centimeters (1 decimal)","hh"
"1437","hb3_4","man's height in centimeters (1 decimal)","hh"
"1438","hb3_5","man's height in centimeters (1 decimal)","hh"
"1439","hb3_6","man's height in centimeters (1 decimal)","hh"
"1440","hb3_7","man's height in centimeters (1 decimal)","hh"
"1441","hb4_1","height/age percentile","hh"
"1442","hb4_2","height/age percentile","hh"
"1443","hb4_3","height/age percentile","hh"
"1444","hb4_4","height/age percentile","hh"
"1445","hb4_5","height/age percentile","hh"
"1446","hb4_6","height/age percentile","hh"
"1447","hb4_7","height/age percentile","hh"
"1448","hb5_1","height/age standard deviation","hh"
"1449","hb5_2","height/age standard deviation","hh"
"1450","hb5_3","height/age standard deviation","hh"
"1451","hb5_4","height/age standard deviation","hh"
"1452","hb5_5","height/age standard deviation","hh"
"1453","hb5_6","height/age standard deviation","hh"
"1454","hb5_7","height/age standard deviation","hh"
"1455","hb6_1","height/age percent ref. median","hh"
"1456","hb6_2","height/age percent ref. median","hh"
"1457","hb6_3","height/age percent ref. median","hh"
"1458","hb6_4","height/age percent ref. median","hh"
"1459","hb6_5","height/age percent ref. median","hh"
"1460","hb6_6","height/age percent ref. median","hh"
"1461","hb6_7","height/age percent ref. median","hh"
"1462","hb11_1","weight/height standard deviation (dhs)","hh"
"1463","hb11_2","weight/height standard deviation (dhs)","hh"
"1464","hb11_3","weight/height standard deviation (dhs)","hh"
"1465","hb11_4","weight/height standard deviation (dhs)","hh"
"1466","hb11_5","weight/height standard deviation (dhs)","hh"
"1467","hb11_6","weight/height standard deviation (dhs)","hh"
"1468","hb11_7","weight/height standard deviation (dhs)","hh"
"1469","hb12_1","weight/height percent ref. median (dhs)","hh"
"1470","hb12_2","weight/height percent ref. median (dhs)","hh"
"1471","hb12_3","weight/height percent ref. median (dhs)","hh"
"1472","hb12_4","weight/height percent ref. median (dhs)","hh"
"1473","hb12_5","weight/height percent ref. median (dhs)","hh"
"1474","hb12_6","weight/height percent ref. median (dhs)","hh"
"1475","hb12_7","weight/height percent ref. median (dhs)","hh"
"1476","hb12a_1","weight/height percent ref. median (fog)","hh"
"1477","hb12a_2","weight/height percent ref. median (fog)","hh"
"1478","hb12a_3","weight/height percent ref. median (fog)","hh"
"1479","hb12a_4","weight/height percent ref. median (fog)","hh"
"1480","hb12a_5","weight/height percent ref. median (fog)","hh"
"1481","hb12a_6","weight/height percent ref. median (fog)","hh"
"1482","hb12a_7","weight/height percent ref. median (fog)","hh"
"1483","hb12b_1","weight/height percent ref. median (who)","hh"
"1484","hb12b_2","weight/height percent ref. median (who)","hh"
"1485","hb12b_3","weight/height percent ref. median (who)","hh"
"1486","hb12b_4","weight/height percent ref. median (who)","hh"
"1487","hb12b_5","weight/height percent ref. median (who)","hh"
"1488","hb12b_6","weight/height percent ref. median (who)","hh"
"1489","hb12b_7","weight/height percent ref. median (who)","hh"
"1490","hb13_1","result of measurement - height/weight","hh"
"1491","hb13_2","result of measurement - height/weight","hh"
"1492","hb13_3","result of measurement - height/weight","hh"
"1493","hb13_4","result of measurement - height/weight","hh"
"1494","hb13_5","result of measurement - height/weight","hh"
"1495","hb13_6","result of measurement - height/weight","hh"
"1496","hb13_7","result of measurement - height/weight","hh"
"1497","hb32_1","date of birth (cmc)","hh"
"1498","hb32_2","date of birth (cmc)","hh"
"1499","hb32_3","date of birth (cmc)","hh"
"1500","hb32_4","date of birth (cmc)","hh"
"1501","hb32_5","date of birth (cmc)","hh"
"1502","hb32_6","date of birth (cmc)","hh"
"1503","hb32_7","date of birth (cmc)","hh"
"1504","hb33_1","completeness of hb32 information","hh"
"1505","hb33_2","completeness of hb32 information","hh"
"1506","hb33_3","completeness of hb32 information","hh"
"1507","hb33_4","completeness of hb32 information","hh"
"1508","hb33_5","completeness of hb32 information","hh"
"1509","hb33_6","completeness of hb32 information","hh"
"1510","hb33_7","completeness of hb32 information","hh"
"1511","hb35_1","smoking (cigarettes in last 24 hours)","hh"
"1512","hb35_2","smoking (cigarettes in last 24 hours)","hh"
"1513","hb35_3","smoking (cigarettes in last 24 hours)","hh"
"1514","hb35_4","smoking (cigarettes in last 24 hours)","hh"
"1515","hb35_5","smoking (cigarettes in last 24 hours)","hh"
"1516","hb35_6","smoking (cigarettes in last 24 hours)","hh"
"1517","hb35_7","smoking (cigarettes in last 24 hours)","hh"
"1518","hb40_1","body mass index","hh"
"1519","hb40_2","body mass index","hh"
"1520","hb40_3","body mass index","hh"
"1521","hb40_4","body mass index","hh"
"1522","hb40_5","body mass index","hh"
"1523","hb40_6","body mass index","hh"
"1524","hb40_7","body mass index","hh"
"1525","hb41_1","rohrer's index","hh"
"1526","hb41_2","rohrer's index","hh"
"1527","hb41_3","rohrer's index","hh"
"1528","hb41_4","rohrer's index","hh"
"1529","hb41_5","rohrer's index","hh"
"1530","hb41_6","rohrer's index","hh"
"1531","hb41_7","rohrer's index","hh"
"1532","hb50_1","under age 18","hh"
"1533","hb50_2","under age 18","hh"
"1534","hb50_3","under age 18","hh"
"1535","hb50_4","under age 18","hh"
"1536","hb50_5","under age 18","hh"
"1537","hb50_6","under age 18","hh"
"1538","hb50_7","under age 18","hh"
"1539","hb51_1","line number of parent/caretaker","hh"
"1540","hb51_2","line number of parent/caretaker","hh"
"1541","hb51_3","line number of parent/caretaker","hh"
"1542","hb51_4","line number of parent/caretaker","hh"
"1543","hb51_5","line number of parent/caretaker","hh"
"1544","hb51_6","line number of parent/caretaker","hh"
"1545","hb51_7","line number of parent/caretaker","hh"
"1546","hb60_1","marital status","hh"
"1547","hb60_2","marital status","hh"
"1548","hb60_3","marital status","hh"
"1549","hb60_4","marital status","hh"
"1550","hb60_5","marital status","hh"
"1551","hb60_6","marital status","hh"
"1552","hb60_7","marital status","hh"
"1553","hb61_1","read consent statement - hiv","hh"
"1554","hb61_2","read consent statement - hiv","hh"
"1555","hb61_3","read consent statement - hiv","hh"
"1556","hb61_4","read consent statement - hiv","hh"
"1557","hb61_5","read consent statement - hiv","hh"
"1558","hb61_6","read consent statement - hiv","hh"
"1559","hb61_7","read consent statement - hiv","hh"
"1560","hb62_1","bar code for hiv blood sample","hh"
"1561","hb62_2","bar code for hiv blood sample","hh"
"1562","hb62_3","bar code for hiv blood sample","hh"
"1563","hb62_4","bar code for hiv blood sample","hh"
"1564","hb62_5","bar code for hiv blood sample","hh"
"1565","hb62_6","bar code for hiv blood sample","hh"
"1566","hb62_7","bar code for hiv blood sample","hh"
"1567","hb63_1","result of measurement - hiv","hh"
"1568","hb63_2","result of measurement - hiv","hh"
"1569","hb63_3","result of measurement - hiv","hh"
"1570","hb63_4","result of measurement - hiv","hh"
"1571","hb63_5","result of measurement - hiv","hh"
"1572","hb63_6","result of measurement - hiv","hh"
"1573","hb63_7","result of measurement - hiv","hh"
"1574","hb65_1","result of man's individual interview","hh"
"1575","hb65_2","result of man's individual interview","hh"
"1576","hb65_3","result of man's individual interview","hh"
"1577","hb65_4","result of man's individual interview","hh"
"1578","hb65_5","result of man's individual interview","hh"
"1579","hb65_6","result of man's individual interview","hh"
"1580","hb65_7","result of man's individual interview","hh"
"1581","hb66_1","man's highest educational level","hh"
"1582","hb66_2","man's highest educational level","hh"
"1583","hb66_3","man's highest educational level","hh"
"1584","hb66_4","man's highest educational level","hh"
"1585","hb66_5","man's highest educational level","hh"
"1586","hb66_6","man's highest educational level","hh"
"1587","hb66_7","man's highest educational level","hh"
"1588","hb67_1","man's highest year of education","hh"
"1589","hb67_2","man's highest year of education","hh"
"1590","hb67_3","man's highest year of education","hh"
"1591","hb67_4","man's highest year of education","hh"
"1592","hb67_5","man's highest year of education","hh"
"1593","hb67_6","man's highest year of education","hh"
"1594","hb67_7","man's highest year of education","hh"
"1595","hb68_1","man's highest educational level (for preliminary and final report)","hh"
"1596","hb68_2","man's highest educational level (for preliminary and final report)","hh"
"1597","hb68_3","man's highest educational level (for preliminary and final report)","hh"
"1598","hb68_4","man's highest educational level (for preliminary and final report)","hh"
"1599","hb68_5","man's highest educational level (for preliminary and final report)","hh"
"1600","hb68_6","man's highest educational level (for preliminary and final report)","hh"
"1601","hb68_7","man's highest educational level (for preliminary and final report)","hh"
"1602","hb69_1","hiv weight (6 decimals)","hh"
"1603","hb69_2","hiv weight (6 decimals)","hh"
"1604","hb69_3","hiv weight (6 decimals)","hh"
"1605","hb69_4","hiv weight (6 decimals)","hh"
"1606","hb69_5","hiv weight (6 decimals)","hh"
"1607","hb69_6","hiv weight (6 decimals)","hh"
"1608","hb69_7","hiv weight (6 decimals)","hh"
"1609","hb70_1","interviewer that took blood for hiv testing","hh"
"1610","hb70_2","interviewer that took blood for hiv testing","hh"
"1611","hb70_3","interviewer that took blood for hiv testing","hh"
"1612","hb70_4","interviewer that took blood for hiv testing","hh"
"1613","hb70_5","interviewer that took blood for hiv testing","hh"
"1614","hb70_6","interviewer that took blood for hiv testing","hh"
"1615","hb70_7","interviewer that took blood for hiv testing","hh"
"1616","hmlidx_1","mosquito bed net designation number","hh"
"1617","hmlidx_2","mosquito bed net designation number","hh"
"1618","hmlidx_3","mosquito bed net designation number","hh"
"1619","hmlidx_4","mosquito bed net designation number","hh"
"1620","hmlidx_5","mosquito bed net designation number","hh"
"1621","hmlidx_6","mosquito bed net designation number","hh"
"1622","hmlidx_7","mosquito bed net designation number","hh"
"1623","hml3_1","net observed by interviewer","hh"
"1624","hml3_2","net observed by interviewer","hh"
"1625","hml3_3","net observed by interviewer","hh"
"1626","hml3_4","net observed by interviewer","hh"
"1627","hml3_5","net observed by interviewer","hh"
"1628","hml3_6","net observed by interviewer","hh"
"1629","hml3_7","net observed by interviewer","hh"
"1630","hml4_1","months ago net obtained","hh"
"1631","hml4_2","months ago net obtained","hh"
"1632","hml4_3","months ago net obtained","hh"
"1633","hml4_4","months ago net obtained","hh"
"1634","hml4_5","months ago net obtained","hh"
"1635","hml4_6","months ago net obtained","hh"
"1636","hml4_7","months ago net obtained","hh"
"1637","hml5_1","net treated with insecticide when bought","hh"
"1638","hml5_2","net treated with insecticide when bought","hh"
"1639","hml5_3","net treated with insecticide when bought","hh"
"1640","hml5_4","net treated with insecticide when bought","hh"
"1641","hml5_5","net treated with insecticide when bought","hh"
"1642","hml5_6","net treated with insecticide when bought","hh"
"1643","hml5_7","net treated with insecticide when bought","hh"
"1644","hml6_1","net treatment status","hh"
"1645","hml6_2","net treatment status","hh"
"1646","hml6_3","net treatment status","hh"
"1647","hml6_4","net treatment status","hh"
"1648","hml6_5","net treatment status","hh"
"1649","hml6_6","net treatment status","hh"
"1650","hml6_7","net treatment status","hh"
"1651","hml7_1","brand of net","hh"
"1652","hml7_2","brand of net","hh"
"1653","hml7_3","brand of net","hh"
"1654","hml7_4","brand of net","hh"
"1655","hml7_5","brand of net","hh"
"1656","hml7_6","brand of net","hh"
"1657","hml7_7","brand of net","hh"
"1658","hml8_1","net treated since receiving","hh"
"1659","hml8_2","net treated since receiving","hh"
"1660","hml8_3","net treated since receiving","hh"
"1661","hml8_4","net treated since receiving","hh"
"1662","hml8_5","net treated since receiving","hh"
"1663","hml8_6","net treated since receiving","hh"
"1664","hml8_7","net treated since receiving","hh"
"1665","hml9_1","time since last re-treatment (months)","hh"
"1666","hml9_2","time since last re-treatment (months)","hh"
"1667","hml9_3","time since last re-treatment (months)","hh"
"1668","hml9_4","time since last re-treatment (months)","hh"
"1669","hml9_5","time since last re-treatment (months)","hh"
"1670","hml9_6","time since last re-treatment (months)","hh"
"1671","hml9_7","time since last re-treatment (months)","hh"
"1672","hml10_1","insecticide-treated net (itn)","hh"
"1673","hml10_2","insecticide-treated net (itn)","hh"
"1674","hml10_3","insecticide-treated net (itn)","hh"
"1675","hml10_4","insecticide-treated net (itn)","hh"
"1676","hml10_5","insecticide-treated net (itn)","hh"
"1677","hml10_6","insecticide-treated net (itn)","hh"
"1678","hml10_7","insecticide-treated net (itn)","hh"
"1679","hml11_1","number of persons who slept under this net","hh"
"1680","hml11_2","number of persons who slept under this net","hh"
"1681","hml11_3","number of persons who slept under this net","hh"
"1682","hml11_4","number of persons who slept under this net","hh"
"1683","hml11_5","number of persons who slept under this net","hh"
"1684","hml11_6","number of persons who slept under this net","hh"
"1685","hml11_7","number of persons who slept under this net","hh"
"1686","hml21_1","someone slept under this net last night","hh"
"1687","hml21_2","someone slept under this net last night","hh"
"1688","hml21_3","someone slept under this net last night","hh"
"1689","hml21_4","someone slept under this net last night","hh"
"1690","hml21_5","someone slept under this net last night","hh"
"1691","hml21_6","someone slept under this net last night","hh"
"1692","hml21_7","someone slept under this net last night","hh"
"1693","hmla_1","line number of person who slept in this net","hh"
"1694","hmla_2","line number of person who slept in this net","hh"
"1695","hmla_3","line number of person who slept in this net","hh"
"1696","hmla_4","line number of person who slept in this net","hh"
"1697","hmla_5","line number of person who slept in this net","hh"
"1698","hmla_6","line number of person who slept in this net","hh"
"1699","hmla_7","line number of person who slept in this net","hh"
"1700","hmlb_1","line number of person who slept in this net","hh"
"1701","hmlb_2","line number of person who slept in this net","hh"
"1702","hmlb_3","line number of person who slept in this net","hh"
"1703","hmlb_4","line number of person who slept in this net","hh"
"1704","hmlb_5","line number of person who slept in this net","hh"
"1705","hmlb_6","line number of person who slept in this net","hh"
"1706","hmlb_7","line number of person who slept in this net","hh"
"1707","hmlc_1","line number of person who slept in this net","hh"
"1708","hmlc_2","line number of person who slept in this net","hh"
"1709","hmlc_3","line number of person who slept in this net","hh"
"1710","hmlc_4","line number of person who slept in this net","hh"
"1711","hmlc_5","line number of person who slept in this net","hh"
"1712","hmlc_6","line number of person who slept in this net","hh"
"1713","hmlc_7","line number of person who slept in this net","hh"
"1714","hmld_1","line number of person who slept in this net","hh"
"1715","hmld_2","line number of person who slept in this net","hh"
"1716","hmld_3","line number of person who slept in this net","hh"
"1717","hmld_4","line number of person who slept in this net","hh"
"1718","hmld_5","line number of person who slept in this net","hh"
"1719","hmld_6","line number of person who slept in this net","hh"
"1720","hmld_7","line number of person who slept in this net","hh"
"1721","hmhidx_01","index to household schedule","hh"
"1722","hmhidx_02","index to household schedule","hh"
"1723","hmhidx_03","index to household schedule","hh"
"1724","hmhidx_04","index to household schedule","hh"
"1725","hmhidx_05","index to household schedule","hh"
"1726","hmhidx_06","index to household schedule","hh"
"1727","hmhidx_07","index to household schedule","hh"
"1728","hmhidx_08","index to household schedule","hh"
"1729","hmhidx_09","index to household schedule","hh"
"1730","hmhidx_10","index to household schedule","hh"
"1731","hmhidx_11","index to household schedule","hh"
"1732","hmhidx_12","index to household schedule","hh"
"1733","hmhidx_13","index to household schedule","hh"
"1734","hmhidx_14","index to household schedule","hh"
"1735","hmhidx_15","index to household schedule","hh"
"1736","hmhidx_16","index to household schedule","hh"
"1737","hmhidx_17","index to household schedule","hh"
"1738","hmhidx_18","index to household schedule","hh"
"1739","hmhidx_19","index to household schedule","hh"
"1740","hmhidx_20","index to household schedule","hh"
"1741","hmhidx_21","index to household schedule","hh"
"1742","hmhidx_22","index to household schedule","hh"
"1743","hml12_01","type of mosquito bed net(s) person slept under last night","hh"
"1744","hml12_02","type of mosquito bed net(s) person slept under last night","hh"
"1745","hml12_03","type of mosquito bed net(s) person slept under last night","hh"
"1746","hml12_04","type of mosquito bed net(s) person slept under last night","hh"
"1747","hml12_05","type of mosquito bed net(s) person slept under last night","hh"
"1748","hml12_06","type of mosquito bed net(s) person slept under last night","hh"
"1749","hml12_07","type of mosquito bed net(s) person slept under last night","hh"
"1750","hml12_08","type of mosquito bed net(s) person slept under last night","hh"
"1751","hml12_09","type of mosquito bed net(s) person slept under last night","hh"
"1752","hml12_10","type of mosquito bed net(s) person slept under last night","hh"
"1753","hml12_11","type of mosquito bed net(s) person slept under last night","hh"
"1754","hml12_12","type of mosquito bed net(s) person slept under last night","hh"
"1755","hml12_13","type of mosquito bed net(s) person slept under last night","hh"
"1756","hml12_14","type of mosquito bed net(s) person slept under last night","hh"
"1757","hml12_15","type of mosquito bed net(s) person slept under last night","hh"
"1758","hml12_16","type of mosquito bed net(s) person slept under last night","hh"
"1759","hml12_17","type of mosquito bed net(s) person slept under last night","hh"
"1760","hml12_18","type of mosquito bed net(s) person slept under last night","hh"
"1761","hml12_19","type of mosquito bed net(s) person slept under last night","hh"
"1762","hml12_20","type of mosquito bed net(s) person slept under last night","hh"
"1763","hml12_21","type of mosquito bed net(s) person slept under last night","hh"
"1764","hml12_22","type of mosquito bed net(s) person slept under last night","hh"
"1765","hml13_01","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1766","hml13_02","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1767","hml13_03","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1768","hml13_04","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1769","hml13_05","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1770","hml13_06","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1771","hml13_07","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1772","hml13_08","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1773","hml13_09","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1774","hml13_10","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1775","hml13_11","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1776","hml13_12","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1777","hml13_13","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1778","hml13_14","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1779","hml13_15","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1780","hml13_16","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1781","hml13_17","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1782","hml13_18","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1783","hml13_19","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1784","hml13_20","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1785","hml13_21","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1786","hml13_22","net designation number (hmlidx) for 1st net person slept under last night","hh"
"1787","hml14_01","net designation number (hmlidx) for 2nd net person slept under last night","hh"
"1788","hml14_02","net designation number (hmlidx) for 2nd net person slept under last night","hh"
