"","var","varDescrip","module"
"1730","h32a_2","fever/cough: government hospital","women"
"1731","h32a_3","fever/cough: government hospital","women"
"1732","h32a_4","fever/cough: government hospital","women"
"1733","h32a_5","fever/cough: government hospital","women"
"1734","h32a_6","fever/cough: government hospital","women"
"1735","h32b_1","fever/cough: provincial / district hospital","women"
"1736","h32b_2","fever/cough: provincial / district hospital","women"
"1737","h32b_3","fever/cough: provincial / district hospital","women"
"1738","h32b_4","fever/cough: provincial / district hospital","women"
"1739","h32b_5","fever/cough: provincial / district hospital","women"
"1740","h32b_6","fever/cough: provincial / district hospital","women"
"1741","h32c_1","fever/cough: health center","women"
"1742","h32c_2","fever/cough: health center","women"
"1743","h32c_3","fever/cough: health center","women"
"1744","h32c_4","fever/cough: health center","women"
"1745","h32c_5","fever/cough: health center","women"
"1746","h32c_6","fever/cough: health center","women"
"1747","h32d_1","fever/cough: health post","women"
"1748","h32d_2","fever/cough: health post","women"
"1749","h32d_3","fever/cough: health post","women"
"1750","h32d_4","fever/cough: health post","women"
"1751","h32d_5","fever/cough: health post","women"
"1752","h32d_6","fever/cough: health post","women"
"1753","h32e_1","fever/cough: outreach","women"
"1754","h32e_2","fever/cough: outreach","women"
"1755","h32e_3","fever/cough: outreach","women"
"1756","h32e_4","fever/cough: outreach","women"
"1757","h32e_5","fever/cough: outreach","women"
"1758","h32e_6","fever/cough: outreach","women"
"1759","h32f_1","fever/cough: community health worker","women"
"1760","h32f_2","fever/cough: community health worker","women"
"1761","h32f_3","fever/cough: community health worker","women"
"1762","h32f_4","fever/cough: community health worker","women"
"1763","h32f_5","fever/cough: community health worker","women"
"1764","h32f_6","fever/cough: community health worker","women"
"1765","h32i_1","fever/cough: other public facility","women"
"1766","h32i_2","fever/cough: other public facility","women"
"1767","h32i_3","fever/cough: other public facility","women"
"1768","h32i_4","fever/cough: other public facility","women"
"1769","h32i_5","fever/cough: other public facility","women"
"1770","h32i_6","fever/cough: other public facility","women"
"1771","h32j_1","fever/cough: clinic","women"
"1772","h32j_2","fever/cough: clinic","women"
"1773","h32j_3","fever/cough: clinic","women"
"1774","h32j_4","fever/cough: clinic","women"
"1775","h32j_5","fever/cough: clinic","women"
"1776","h32j_6","fever/cough: clinic","women"
"1777","h32k_1","fever/cough: pharmacy","women"
"1778","h32k_2","fever/cough: pharmacy","women"
"1779","h32k_3","fever/cough: pharmacy","women"
"1780","h32k_4","fever/cough: pharmacy","women"
"1781","h32k_5","fever/cough: pharmacy","women"
"1782","h32k_6","fever/cough: pharmacy","women"
"1783","h32m_1","fever/cough: polyclinic","women"
"1784","h32m_2","fever/cough: polyclinic","women"
"1785","h32m_3","fever/cough: polyclinic","women"
"1786","h32m_4","fever/cough: polyclinic","women"
"1787","h32m_5","fever/cough: polyclinic","women"
"1788","h32m_6","fever/cough: polyclinic","women"
"1789","h32n_1","fever/cough: dispensary","women"
"1790","h32n_2","fever/cough: dispensary","women"
"1791","h32n_3","fever/cough: dispensary","women"
"1792","h32n_4","fever/cough: dispensary","women"
"1793","h32n_5","fever/cough: dispensary","women"
"1794","h32n_6","fever/cough: dispensary","women"
"1795","h32p_1","fever/cough: other private facility","women"
"1796","h32p_2","fever/cough: other private facility","women"
"1797","h32p_3","fever/cough: other private facility","women"
"1798","h32p_4","fever/cough: other private facility","women"
"1799","h32p_5","fever/cough: other private facility","women"
"1800","h32p_6","fever/cough: other private facility","women"
"1801","h32s_1","fever/cough: kiosk / shop","women"
"1802","h32s_2","fever/cough: kiosk / shop","women"
"1803","h32s_3","fever/cough: kiosk / shop","women"
"1804","h32s_4","fever/cough: kiosk / shop","women"
"1805","h32s_5","fever/cough: kiosk / shop","women"
"1806","h32s_6","fever/cough: kiosk / shop","women"
"1807","h32t_1","fever/cough: traditional healer","women"
"1808","h32t_2","fever/cough: traditional healer","women"
"1809","h32t_3","fever/cough: traditional healer","women"
"1810","h32t_4","fever/cough: traditional healer","women"
"1811","h32t_5","fever/cough: traditional healer","women"
"1812","h32t_6","fever/cough: traditional healer","women"
"1813","h32u_1","fever/cough: church","women"
"1814","h32u_2","fever/cough: church","women"
"1815","h32u_3","fever/cough: church","women"
"1816","h32u_4","fever/cough: church","women"
"1817","h32u_5","fever/cough: church","women"
"1818","h32u_6","fever/cough: church","women"
"1819","h32v_1","fever/cough: friend / relative","women"
"1820","h32v_2","fever/cough: friend / relative","women"
"1821","h32v_3","fever/cough: friend / relative","women"
"1822","h32v_4","fever/cough: friend / relative","women"
"1823","h32v_5","fever/cough: friend / relative","women"
"1824","h32v_6","fever/cough: friend / relative","women"
"1825","h32x_1","fever/cough: other","women"
"1826","h32x_2","fever/cough: other","women"
"1827","h32x_3","fever/cough: other","women"
"1828","h32x_4","fever/cough: other","women"
"1829","h32x_5","fever/cough: other","women"
"1830","h32x_6","fever/cough: other","women"
"1831","h32y_1","fever/cough: no treatment","women"
"1832","h32y_2","fever/cough: no treatment","women"
"1833","h32y_3","fever/cough: no treatment","women"
"1834","h32y_4","fever/cough: no treatment","women"
"1835","h32y_5","fever/cough: no treatment","women"
"1836","h32y_6","fever/cough: no treatment","women"
"1837","h32z_1","fever/cough: medical treatment","women"
"1838","h32z_2","fever/cough: medical treatment","women"
"1839","h32z_3","fever/cough: medical treatment","women"
"1840","h32z_4","fever/cough: medical treatment","women"
"1841","h32z_5","fever/cough: medical treatment","women"
"1842","h32z_6","fever/cough: medical treatment","women"
"1843","h33_1","received vitamin a1 (most recent)","women"
"1844","h33_2","received vitamin a1 (most recent)","women"
"1845","h33_3","received vitamin a1 (most recent)","women"
"1846","h33_4","received vitamin a1 (most recent)","women"
"1847","h33_5","received vitamin a1 (most recent)","women"
"1848","h33_6","received vitamin a1 (most recent)","women"
"1849","h33d_1","vitamin a1 day","women"
"1850","h33d_2","vitamin a1 day","women"
"1851","h33d_3","vitamin a1 day","women"
"1852","h33d_4","vitamin a1 day","women"
"1853","h33d_5","vitamin a1 day","women"
"1854","h33d_6","vitamin a1 day","women"
"1855","h33m_1","vitamin a1 month","women"
"1856","h33m_2","vitamin a1 month","women"
"1857","h33m_3","vitamin a1 month","women"
"1858","h33m_4","vitamin a1 month","women"
"1859","h33m_5","vitamin a1 month","women"
"1860","h33m_6","vitamin a1 month","women"
"1861","h33y_1","vitamin a1 year","women"
"1862","h33y_2","vitamin a1 year","women"
"1863","h33y_3","vitamin a1 year","women"
"1864","h33y_4","vitamin a1 year","women"
"1865","h33y_5","vitamin a1 year","women"
"1866","h33y_6","vitamin a1 year","women"
"1867","h34_1","vitamin a in last 6 months","women"
"1868","h34_2","vitamin a in last 6 months","women"
"1869","h34_3","vitamin a in last 6 months","women"
"1870","h34_4","vitamin a in last 6 months","women"
"1871","h34_5","vitamin a in last 6 months","women"
"1872","h34_6","vitamin a in last 6 months","women"
"1873","h38_1","diarrhea in last 2 weeks: amount offered to drink","women"
"1874","h38_2","diarrhea in last 2 weeks: amount offered to drink","women"
"1875","h38_3","diarrhea in last 2 weeks: amount offered to drink","women"
"1876","h38_4","diarrhea in last 2 weeks: amount offered to drink","women"
"1877","h38_5","diarrhea in last 2 weeks: amount offered to drink","women"
"1878","h38_6","diarrhea in last 2 weeks: amount offered to drink","women"
"1879","h39_1","diarrhea in last 2 weeks: amount offered to eat","women"
"1880","h39_2","diarrhea in last 2 weeks: amount offered to eat","women"
"1881","h39_3","diarrhea in last 2 weeks: amount offered to eat","women"
"1882","h39_4","diarrhea in last 2 weeks: amount offered to eat","women"
"1883","h39_5","diarrhea in last 2 weeks: amount offered to eat","women"
"1884","h39_6","diarrhea in last 2 weeks: amount offered to eat","women"
"1885","h43_1","drugs for intestinal parasites in last 6 months","women"
"1886","h43_2","drugs for intestinal parasites in last 6 months","women"
"1887","h43_3","drugs for intestinal parasites in last 6 months","women"
"1888","h43_4","drugs for intestinal parasites in last 6 months","women"
"1889","h43_5","drugs for intestinal parasites in last 6 months","women"
"1890","h43_6","drugs for intestinal parasites in last 6 months","women"
"1891","h44a_1","place first sought treatment for diarrhea","women"
"1892","h44a_2","place first sought treatment for diarrhea","women"
"1893","h44a_3","place first sought treatment for diarrhea","women"
"1894","h44a_4","place first sought treatment for diarrhea","women"
"1895","h44a_5","place first sought treatment for diarrhea","women"
"1896","h44a_6","place first sought treatment for diarrhea","women"
"1897","h46a_1","place first sought treatment for fever","women"
"1898","h46a_2","place first sought treatment for fever","women"
"1899","h46a_3","place first sought treatment for fever","women"
"1900","h46a_4","place first sought treatment for fever","women"
"1901","h46a_5","place first sought treatment for fever","women"
"1902","h46a_6","place first sought treatment for fever","women"
"1903","h47_1","blood taken from child's finger/heel for testing","women"
"1904","h47_2","blood taken from child's finger/heel for testing","women"
"1905","h47_3","blood taken from child's finger/heel for testing","women"
"1906","h47_4","blood taken from child's finger/heel for testing","women"
"1907","h47_5","blood taken from child's finger/heel for testing","women"
"1908","h47_6","blood taken from child's finger/heel for testing","women"
"1909","hwidx_1","index to birth history","women"
"1910","hwidx_2","index to birth history","women"
"1911","hwidx_3","index to birth history","women"
"1912","hwidx_4","index to birth history","women"
"1913","hwidx_5","index to birth history","women"
"1914","hwidx_6","index to birth history","women"
"1915","hw1_1","child's age in months","women"
"1916","hw1_2","child's age in months","women"
"1917","hw1_3","child's age in months","women"
"1918","hw1_4","child's age in months","women"
"1919","hw1_5","child's age in months","women"
"1920","hw1_6","child's age in months","women"
"1921","hw2_1","child's weight in kilograms (1 decimal)","women"
"1922","hw2_2","child's weight in kilograms (1 decimal)","women"
"1923","hw2_3","child's weight in kilograms (1 decimal)","women"
"1924","hw2_4","child's weight in kilograms (1 decimal)","women"
"1925","hw2_5","child's weight in kilograms (1 decimal)","women"
"1926","hw2_6","child's weight in kilograms (1 decimal)","women"
"1927","hw3_1","child's height in centimeters (1 decimal)","women"
"1928","hw3_2","child's height in centimeters (1 decimal)","women"
"1929","hw3_3","child's height in centimeters (1 decimal)","women"
"1930","hw3_4","child's height in centimeters (1 decimal)","women"
"1931","hw3_5","child's height in centimeters (1 decimal)","women"
"1932","hw3_6","child's height in centimeters (1 decimal)","women"
"1933","hw4_1","height/age percentile","women"
"1934","hw4_2","height/age percentile","women"
"1935","hw4_3","height/age percentile","women"
"1936","hw4_4","height/age percentile","women"
"1937","hw4_5","height/age percentile","women"
"1938","hw4_6","height/age percentile","women"
"1939","hw5_1","height/age standard deviation","women"
"1940","hw5_2","height/age standard deviation","women"
"1941","hw5_3","height/age standard deviation","women"
"1942","hw5_4","height/age standard deviation","women"
"1943","hw5_5","height/age standard deviation","women"
"1944","hw5_6","height/age standard deviation","women"
"1945","hw6_1","height/age percent of ref. median","women"
"1946","hw6_2","height/age percent of ref. median","women"
"1947","hw6_3","height/age percent of ref. median","women"
"1948","hw6_4","height/age percent of ref. median","women"
"1949","hw6_5","height/age percent of ref. median","women"
"1950","hw6_6","height/age percent of ref. median","women"
"1951","hw7_1","weight/age percentile","women"
"1952","hw7_2","weight/age percentile","women"
"1953","hw7_3","weight/age percentile","women"
"1954","hw7_4","weight/age percentile","women"
"1955","hw7_5","weight/age percentile","women"
"1956","hw7_6","weight/age percentile","women"
"1957","hw8_1","weight/age standard deviation","women"
"1958","hw8_2","weight/age standard deviation","women"
"1959","hw8_3","weight/age standard deviation","women"
"1960","hw8_4","weight/age standard deviation","women"
"1961","hw8_5","weight/age standard deviation","women"
"1962","hw8_6","weight/age standard deviation","women"
"1963","hw9_1","weight/age percent of ref. median","women"
"1964","hw9_2","weight/age percent of ref. median","women"
"1965","hw9_3","weight/age percent of ref. median","women"
"1966","hw9_4","weight/age percent of ref. median","women"
"1967","hw9_5","weight/age percent of ref. median","women"
"1968","hw9_6","weight/age percent of ref. median","women"
"1969","hw10_1","weight/height percentile","women"
"1970","hw10_2","weight/height percentile","women"
"1971","hw10_3","weight/height percentile","women"
"1972","hw10_4","weight/height percentile","women"
"1973","hw10_5","weight/height percentile","women"
"1974","hw10_6","weight/height percentile","women"
"1975","hw11_1","weight/height standard deviation","women"
"1976","hw11_2","weight/height standard deviation","women"
"1977","hw11_3","weight/height standard deviation","women"
"1978","hw11_4","weight/height standard deviation","women"
"1979","hw11_5","weight/height standard deviation","women"
"1980","hw11_6","weight/height standard deviation","women"
"1981","hw12_1","weight/height percent of ref. median","women"
"1982","hw12_2","weight/height percent of ref. median","women"
"1983","hw12_3","weight/height percent of ref. median","women"
"1984","hw12_4","weight/height percent of ref. median","women"
"1985","hw12_5","weight/height percent of ref. median","women"
"1986","hw12_6","weight/height percent of ref. median","women"
"1987","hw13_1","result of measurement - height/weight","women"
"1988","hw13_2","result of measurement - height/weight","women"
"1989","hw13_3","result of measurement - height/weight","women"
"1990","hw13_4","result of measurement - height/weight","women"
"1991","hw13_5","result of measurement - height/weight","women"
"1992","hw13_6","result of measurement - height/weight","women"
"1993","hw15_1","height: lying or standing","women"
"1994","hw15_2","height: lying or standing","women"
"1995","hw15_3","height: lying or standing","women"
"1996","hw15_4","height: lying or standing","women"
"1997","hw15_5","height: lying or standing","women"
"1998","hw15_6","height: lying or standing","women"
"1999","hw16_1","day of birth of child","women"
"2000","hw16_2","day of birth of child","women"
"2001","hw16_3","day of birth of child","women"
"2002","hw16_4","day of birth of child","women"
"2003","hw16_5","day of birth of child","women"
"2004","hw16_6","day of birth of child","women"
"2005","hw17_1","date measured (day)","women"
"2006","hw17_2","date measured (day)","women"
"2007","hw17_3","date measured (day)","women"
"2008","hw17_4","date measured (day)","women"
"2009","hw17_5","date measured (day)","women"
"2010","hw17_6","date measured (day)","women"
"2011","hw18_1","date measured (month)","women"
"2012","hw18_2","date measured (month)","women"
"2013","hw18_3","date measured (month)","women"
"2014","hw18_4","date measured (month)","women"
"2015","hw18_5","date measured (month)","women"
"2016","hw18_6","date measured (month)","women"
"2017","hw19_1","date measured (year)","women"
"2018","hw19_2","date measured (year)","women"
"2019","hw19_3","date measured (year)","women"
"2020","hw19_4","date measured (year)","women"
"2021","hw19_5","date measured (year)","women"
"2022","hw19_6","date measured (year)","women"
"2023","hw51_1","line number of parent/caretaker","women"
"2024","hw51_2","line number of parent/caretaker","women"
"2025","hw51_3","line number of parent/caretaker","women"
"2026","hw51_4","line number of parent/caretaker","women"
"2027","hw51_5","line number of parent/caretaker","women"
"2028","hw51_6","line number of parent/caretaker","women"
"2029","hw52_1","read consent statement - hemoglobin","women"
"2030","hw52_2","read consent statement - hemoglobin","women"
"2031","hw52_3","read consent statement - hemoglobin","women"
"2032","hw52_4","read consent statement - hemoglobin","women"
"2033","hw52_5","read consent statement - hemoglobin","women"
"2034","hw52_6","read consent statement - hemoglobin","women"
"2035","hw53_1","hemoglobin level (g/dl - 1 decimal)","women"
"2036","hw53_2","hemoglobin level (g/dl - 1 decimal)","women"
"2037","hw53_3","hemoglobin level (g/dl - 1 decimal)","women"
"2038","hw53_4","hemoglobin level (g/dl - 1 decimal)","women"
"2039","hw53_5","hemoglobin level (g/dl - 1 decimal)","women"
"2040","hw53_6","hemoglobin level (g/dl - 1 decimal)","women"
"2041","hw55_1","result of measurement - hemoglobin","women"
"2042","hw55_2","result of measurement - hemoglobin","women"
"2043","hw55_3","result of measurement - hemoglobin","women"
"2044","hw55_4","result of measurement - hemoglobin","women"
"2045","hw55_5","result of measurement - hemoglobin","women"
"2046","hw55_6","result of measurement - hemoglobin","women"
"2047","hw56_1","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","women"
"2048","hw56_2","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","women"
"2049","hw56_3","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","women"
"2050","hw56_4","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","women"
"2051","hw56_5","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","women"
"2052","hw56_6","hemoglobin level adjusted for altitude (g/dl - 1 decimal)","women"
"2053","hw57_1","anemia level","women"
"2054","hw57_2","anemia level","women"
"2055","hw57_3","anemia level","women"
"2056","hw57_4","anemia level","women"
"2057","hw57_5","anemia level","women"
"2058","hw57_6","anemia level","women"
"2059","hw70_1","height/age standard deviation (new who)","women"
"2060","hw70_2","height/age standard deviation (new who)","women"
"2061","hw70_3","height/age standard deviation (new who)","women"
"2062","hw70_4","height/age standard deviation (new who)","women"
"2063","hw70_5","height/age standard deviation (new who)","women"
"2064","hw70_6","height/age standard deviation (new who)","women"
"2065","hw71_1","weight/age standard deviation (new who)","women"
"2066","hw71_2","weight/age standard deviation (new who)","women"
"2067","hw71_3","weight/age standard deviation (new who)","women"
"2068","hw71_4","weight/age standard deviation (new who)","women"
"2069","hw71_5","weight/age standard deviation (new who)","women"
"2070","hw71_6","weight/age standard deviation (new who)","women"
"2071","hw72_1","weight/height standard deviation (new who)","women"
"2072","hw72_2","weight/height standard deviation (new who)","women"
"2073","hw72_3","weight/height standard deviation (new who)","women"
"2074","hw72_4","weight/height standard deviation (new who)","women"
"2075","hw72_5","weight/height standard deviation (new who)","women"
"2076","hw72_6","weight/height standard deviation (new who)","women"
"2077","hw73_1","bmi standard deviation (new who)","women"
"2078","hw73_2","bmi standard deviation (new who)","women"
"2079","hw73_3","bmi standard deviation (new who)","women"
"2080","hw73_4","bmi standard deviation (new who)","women"
"2081","hw73_5","bmi standard deviation (new who)","women"
"2082","hw73_6","bmi standard deviation (new who)","women"
"2083","v501","current marital status","women"
"2084","v502","currently/formerly/never in union","women"
"2085","v503","number of unions","women"
"2086","v504","currently residing with husband/partner","women"
"2087","v505","number of other wives","women"
"2088","v506","respondent's rank among wives","women"
"2089","v507","month of first cohabitation","women"
"2090","v508","year of first cohabitation","women"
"2091","v509","date of first cohabitation (cmc)","women"
"2092","v510","completeness of date information in v509","women"
"2093","v511","age at first cohabitation","women"
"2094","v512","years since first cohabitation","women"
"2095","v513","cohabitation duration (grouped)","women"
"2096","v525","age at first sex","women"
"2097","v527","time since last sex","women"
"2098","v528","time since last sex (in days)","women"
"2099","v529","time since last sex (in months)","women"
"2100","v530","flag for v529","women"
"2101","v531","age at first sex (imputed)","women"
"2102","v532","flag for v531","women"
"2103","v535","ever been married or in union","women"
"2104","v536","recent sexual activity","women"
"2105","v537","months of abstinence","women"
"2106","v602","fertility preference","women"
"2107","v603","preferred waiting time for birth of a/another child","women"
"2108","v604","preferred waiting time for birth of a/another child (grouped)","women"
"2109","v605","desire for more children","women"
"2110","v613","ideal number of children","women"
"2111","v614","ideal number of children (grouped)","women"
"2112","v616","time for future birth","women"
"2113","v621","husband's desire for children","women"
"2114","v623","exposure","women"
"2115","v624","unmet need","women"
"2116","v625","exposure (definition 2)","women"
"2117","v626","unmet need (definition 2)","women"
"2118","v625a","exposure to need for contraception (definition 3)","women"
"2119","v626a","unmet need for contraception (definition 3)","women"
"2120","v627","ideal number of boys","women"
"2121","v628","ideal number of girls","women"
"2122","v629","ideal number of either sex","women"
"2123","v632","decision maker for using contraception","women"
"2124","v633b","reason for not having sex: husband has other women","women"
"2125","v701","husband/partner's education level","women"
"2126","v702","husband/partner's highest year of education (at level in v701)","women"
"2127","v704","husband/partner's occupation","women"
"2128","v705","husband/partner's occupation (grouped)","women"
"2129","v714","respondent currently working","women"
"2130","v714a","respondent has a job, but currently absent","women"
"2131","v715","husband/partner's total number of years of education","women"
"2132","v716","respondent's occupation","women"
"2133","v717","respondent's occupation (grouped)","women"
"2134","v719","respondent works for family, others, self","women"
"2135","v729","husband/partner's educational attainment","women"
"2136","v730","husband/partner's age","women"
"2137","v731","respondent worked in last 12 months","women"
"2138","v732","respondent employed all year/seasonal","women"
"2139","v739","person who usually decides how to spend respondent's earnings","women"
"2140","v741","type of earnings from respondent's work","women"
"2141","v743a","person who usually decides on respondent's health care","women"
"2142","v743b","person who usually decides on large household purchases","women"
"2143","v743d","person who usually decides on visits to family or relatives","women"
"2144","v743f","person who usually decides what to do with money husband earns","women"
"2145","v744a","beating justified if wife goes out without telling husband","women"
"2146","v744b","beating justified if wife neglects the children","women"
"2147","v744c","beating justified if wife argues with husband","women"
"2148","v744d","beating justified if wife refuses to have sex with husband","women"
"2149","v744e","beating justified if wife burns the food","women"
"2150","v745a","owns a house alone or jointly","women"
"2151","v745b","owns land alone or jointly","women"
"2152","v746","respondent earns more than husband/partner","women"
"2153","v750","ever heard of a sexually transmitted infection (sti)","women"
"2154","v751","ever heard of aids","women"
"2155","v754cp","reduce risk of getting hiv: always use condoms during sex","women"
"2156","v754dp","reduce risk of getting hiv: have 1 sex partner only, who has no other partners","women"
"2157","v754jp","can get hiv from mosquito bites","women"
"2158","v754wp","can get hiv by sharing food with person who has aids","women"
"2159","v756","a healthy looking person can have hiv","women"
"2160","v761","condom used during last sex with most recent partner","women"
"2161","v761b","condom used during last sex with 2nd to most recent partner","women"
"2162","v761c","condom used during last sex with 3rd to most recent partner","women"
"2163","v762aa","source for condoms: government hospital","women"
"2164","v762ab","source for condoms: provincial / district hospital","women"
"2165","v762ac","source for condoms: health center","women"
"2166","v762ad","source for condoms: health post","women"
"2167","v762ae","source for condoms: outreach","women"
"2168","v762af","source for condoms: community health worker","women"
"2169","v762ag","source for condoms: youth center","women"
"2170","v762ai","source for condoms: other public health facility","women"
"2171","v762aj","source for condoms: private hospital/clinic","women"
"2172","v762ak","source for condoms: pharmacy","women"
"2173","v762am","source for condoms: polyclinic","women"
"2174","v762an","source for condoms: dispensary","women"
"2175","v762ao","source for condoms: family planning clinic","women"
"2176","v762ap","source for condoms: other private health facility","women"
"2177","v762as","source for condoms: kiosk / shop / bar","women"
"2178","v762at","source for condoms: traditional healer","women"
"2179","v762av","source for condoms: friend / relative","women"
"2180","v762ax","source for condoms: other","women"
"2181","v762az","don't know any source for condoms","women"
"2182","v762ba","source for female condoms: government hospital","women"
"2183","v762bb","source for female condoms: provincial / district hospital","women"
"2184","v762bc","source for female condoms: health center","women"
"2185","v762bd","source for female condoms: health post","women"
"2186","v762be","source for female condoms: outreach","women"
"2187","v762bf","source for female condoms: community health worker","women"
"2188","v762bg","source for female condoms: youth center","women"
"2189","v762bi","source for condoms: other public health facility","women"
"2190","v762bj","source for female condoms: private hospital/clinic","women"
"2191","v762bk","source for female condoms: pharmacy","women"
"2192","v762bm","source for female condoms: polyclinic","women"
"2193","v762bn","source for female condoms: dispensary","women"
"2194","v762bo","source for female condoms: family planning clinic","women"
"2195","v762bp","source for female condoms: other private health facility","women"
"2196","v762bs","source for female condoms: kiosk / shop / bar","women"
"2197","v762bt","source for female condoms: traditional healer","women"
"2198","v762bv","source for female condoms: friend / relative","women"
"2199","v762bx","source for female condoms: other","women"
"2200","v762bz","don't know any source for female condoms","women"
"2201","v763a","had any sti in last 12 months","women"
"2202","v763b","had genital sore/ulcer in last 12 months","women"
"2203","v763c","had genital discharge in last 12 months","women"
"2204","v766a","number of sex partners, excluding spouse, in last 12 months","women"
"2205","v766b","number of sex partners, including spouse, in last 12 months","women"
"2206","v767a","relationship with most recent sex partner","women"
"2207","v767b","relationship with 2nd to most recent sex partner","women"
"2208","v767c","relationship with 3rd to most recent sex partner","women"
"2209","v769","can get a condom","women"
"2210","v769a","can get a female condom","women"
"2211","v770","sought advice/treatment for last sti infection","women"
"2212","v770a","sought sti advice/treatment from: government hospital","women"
"2213","v770b","sought sti advice/treatment from: provincial / district hospital","women"
"2214","v770c","sought sti advice/treatment from: health center","women"
"2215","v770d","sought sti advice/treatment from: health post","women"
"2216","v770e","sought sti advice/treatment from: outreach","women"
"2217","v770f","sought sti advice/treatment from: community health worker","women"
"2218","v770g","sought sti advice/treatment from: youth center","women"
"2219","v770i","sought sti advice/treatment from: other public health facility","women"
"2220","v770j","sought sti advice/treatment from: clinic","women"
"2221","v770k","sought sti advice/treatment from: pharmacy","women"
"2222","v770m","sought sti advice/treatment from: polyclinic","women"
"2223","v770n","sought sti advice/treatment from: dispensary","women"
"2224","v770o","sought sti advice/treatment from: family planning clinic","women"
"2225","v770p","sought sti advice/treatment from: other private health facility","women"
"2226","v770s","sought sti advice/treatment from: kiosk / shop / bar","women"
"2227","v770t","sought sti advice/treatment from: traditional healer","women"
"2228","v770v","sought sti advice/treatment from: friend / relative","women"
"2229","v770x","sought sti advice/treatment from: other","women"
"2230","v774a","hiv transmitted during pregnancy","women"
"2231","v774b","hiv transmitted during delivery","women"
"2232","v774c","hiv transmitted by breastfeeding","women"
"2233","v777","would want hiv infection in family to remain secret","women"
"2234","v778","willing to care for relative with aids","women"
"2235","v779","a female teacher infected with hiv, but is not sick, should be allowed to contin","women"
"2236","v780","children should be taught about condoms to avoid aids","women"
"2237","v781","ever been tested for hiv","women"
"2238","v783","know a place to get hiv test","women"
"2239","v784a","place for hiv test: government hospital","women"
"2240","v784b","place for hiv test: provincial / district hospital","women"
"2241","v784c","place for hiv test: health center","women"
"2242","v784d","place for hiv test: health post","women"
"2243","v784e","place for hiv test: outreach","women"
"2244","v784f","place for hiv test: community health worker","women"
"2245","v784g","place for hiv test: youth facility","women"
"2246","v784h","place for hiv test: correctional facility","women"
"2247","v784i","place for hiv test: other public health facility","women"
"2248","v784j","place for hiv test: private clinic","women"
"2249","v784k","place for hiv test: pharmacy","women"
"2250","v784m","place for hiv test: polyclinic","women"
"2251","v784n","place for hiv test: dispensary","women"
"2252","v784o","place for hiv test: family planning clinic","women"
"2253","v784p","place for hiv test: other private health facility","women"
"2254","v784s","place for hiv test: kiosk / shop / bar","women"
"2255","v784t","place for hiv test: traditional healer","women"
"2256","v784v","place for hiv test: friend / relative","women"
"2257","v784x","place for hiv test: other","women"
"2258","v785","heard about other stis","women"
"2259","v822","wife justified asking husband to use condom if he has sti","women"
"2260","v823","can get hiv by witchcraft or supernatural means","women"
"2261","v824","drugs to avoid hiv transmission to baby during pregnancy","women"
"2262","v825","would buy vegetables from vendor with hiv","women"
"2263","v826a","months ago most recent hiv test","women"
"2264","v828","received result from last hiv test","women"
"2265","v829","place where last hiv test was taken","women"
"2266","v832b","time since last sex with 2nd to most recent partner","women"
"2267","v832c","time since last sex with 3rd to most recent partner","women"
"2268","v833a","used condom every time had sex with most recent partner in last 12 months","women"
"2269","v833b","used condom every time had sex with 2nd to most recent partner in last 12 months","women"
"2270","v833c","used condom every time had sex with 3rd to most recent partner in last 12 months","women"
"2271","v834a","age of most recent partner","women"
"2272","v834b","age of 2nd to most recent partner","women"
"2273","v834c","age of 3rd to most recent partner","women"
"2274","v836","total lifetime number of sex partners","women"
"2275","v838a","during antenatal visit talked about: hiv transmitted mother to child","women"
"2276","v838b","during antenatal visit talked about: things to do to prevent getting hiv","women"
"2277","v838c","during antenatal visit talked about: getting tested for hiv","women"
"2278","v839","offered hiv test as part of antenatal visit","women"
"2279","v839a","offered hiv test between the time went for delivery and before baby was born","women"
"2280","v840","tested for hiv as part of antenatal visit","women"
"2281","v840a","tested for hiv between the time went for delivery and before baby was born","women"
"2282","v841","got results of hiv test as part of antenatal visit","women"
"2283","v841a","got results of hiv test when tested before baby was born","women"
"2284","v842","place were hiv test was taken as part of antenatal visit","women"
"2285","v843","tested for hiv since antenatal visit test","women"
"2286","v850a","respondent can refuse sex","women"
"2287","v850b","respondent can ask partner to use a condom","women"
"2288","v852a","how long ago first had sex with most recent partner","women"
"2289","v852b","how long ago first had sex with 2nd most recent partner","women"
"2290","v852c","how long ago first had sex with 3rd most recent partner","women"
"2291","v853a","times in last 12 months had sex with most recent partner","women"
"2292","v853b","times in last 12 months had sex with 2nd most recent partner","women"
"2293","v853c","times in last 12 months had sex with 3rd most recent partner","women"
"2294","v854a","point concurrent sexual partners","women"
"2295","v854b","cumulative concurrent sexual partners","women"
"2296","v855","received counseling after tested for aids during antenatal care","women"
"2297","v801","time interview started (hhmm - 24 hour clock)","women"
"2298","v802","time interview ended (hhmm - 24 hour clock)","women"
"2299","v803","length of interview in minutes","women"
"2300","v804","number of visits","women"
"2301","v805","interviewer identification","women"
